"Persons Place of Usual Residence","Not attending","Research and Development Managers","55-64","Female","No qualification",54
"Persons Place of Usual Residence","Not attending","Research and Development Managers","55-64","Female"," Cert III/IV",9
"Persons Place of Usual Residence","Not attending","Research and Development Managers","55-64","Female","Dip/Ad-dip",53
"Persons Place of Usual Residence","Not attending","Research and Development Managers","55-64","Female","Bachelor",132
"Persons Place of Usual Residence","Not attending","Research and Development Managers","55-64","Female","Postgrad",335
"Persons Place of Usual Residence","Not attending","Research and Development Managers","Over 65","Male","No qualification",41
"Persons Place of Usual Residence","Not attending","Research and Development Managers","Over 65","Male"," Cert III/IV",19
"Persons Place of Usual Residence","Not attending","Research and Development Managers","Over 65","Male","Dip/Ad-dip",28
"Persons Place of Usual Residence","Not attending","Research and Development Managers","Over 65","Male","Bachelor",65
"Persons Place of Usual Residence","Not attending","Research and Development Managers","Over 65","Male","Postgrad",128
"Persons Place of Usual Residence","Not attending","Research and Development Managers","Over 65","Female","No qualification",13
"Persons Place of Usual Residence","Not attending","Research and Development Managers","Over 65","Female"," Cert III/IV",7
"Persons Place of Usual Residence","Not attending","Research and Development Managers","Over 65","Female","Dip/Ad-dip",9
"Persons Place of Usual Residence","Not attending","Research and Development Managers","Over 65","Female","Bachelor",24
"Persons Place of Usual Residence","Not attending","Research and Development Managers","Over 65","Female","Postgrad",31
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","25-34","Male","No qualification",64
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","25-34","Male"," Cert III/IV",65
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","25-34","Male","Dip/Ad-dip",39
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","25-34","Male","Bachelor",51
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","25-34","Male","Postgrad",22
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","25-34","Female","No qualification",19
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","25-34","Female"," Cert III/IV",16
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","25-34","Female","Dip/Ad-dip",13
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","25-34","Female","Bachelor",30
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","25-34","Female","Postgrad",3
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","35-44","Male","No qualification",106
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","35-44","Male"," Cert III/IV",145
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","35-44","Male","Dip/Ad-dip",74
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","35-44","Male","Bachelor",131
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","35-44","Male","Postgrad",61
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","35-44","Female","No qualification",32
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","35-44","Female"," Cert III/IV",14
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","35-44","Female","Dip/Ad-dip",20
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","35-44","Female","Bachelor",37
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","35-44","Female","Postgrad",23
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","45-54","Male","No qualification",155
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","45-54","Male"," Cert III/IV",191
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","45-54","Male","Dip/Ad-dip",97
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","45-54","Male","Bachelor",120
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","45-54","Male","Postgrad",73
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","45-54","Female","No qualification",38
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","45-54","Female"," Cert III/IV",8
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","45-54","Female","Dip/Ad-dip",15
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","45-54","Female","Bachelor",44
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","45-54","Female","Postgrad",12
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","55-64","Male","No qualification",136
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","55-64","Male"," Cert III/IV",133
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","55-64","Male","Dip/Ad-dip",47
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","55-64","Male","Bachelor",62
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","55-64","Male","Postgrad",50
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","55-64","Female","No qualification",27
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","55-64","Female"," Cert III/IV",8
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","55-64","Female","Dip/Ad-dip",10
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","55-64","Female","Bachelor",18
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","55-64","Female","Postgrad",4
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","Over 65","Male","No qualification",42
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","Over 65","Male"," Cert III/IV",26
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","Over 65","Male","Dip/Ad-dip",11
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","Over 65","Male","Bachelor",16
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","Over 65","Male","Postgrad",9
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","Over 65","Female","No qualification",8
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","Over 65","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","Over 65","Female","Dip/Ad-dip",0
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","Over 65","Female","Bachelor",3
"Persons Place of Usual Residence","Not attending","Construction, Distribution and Production Managers, nfd","Over 65","Female","Postgrad",0
"Persons Place of Usual Residence","Not attending","Construction Managers","25-34","Male","No qualification",2004
"Persons Place of Usual Residence","Not attending","Construction Managers","25-34","Male"," Cert III/IV",6996
"Persons Place of Usual Residence","Not attending","Construction Managers","25-34","Male","Dip/Ad-dip",1778
"Persons Place of Usual Residence","Not attending","Construction Managers","25-34","Male","Bachelor",4026
"Persons Place of Usual Residence","Not attending","Construction Managers","25-34","Male","Postgrad",704
"Persons Place of Usual Residence","Not attending","Construction Managers","25-34","Female","No qualification",293
"Persons Place of Usual Residence","Not attending","Construction Managers","25-34","Female"," Cert III/IV",182
"Persons Place of Usual Residence","Not attending","Construction Managers","25-34","Female","Dip/Ad-dip",244
"Persons Place of Usual Residence","Not attending","Construction Managers","25-34","Female","Bachelor",701
"Persons Place of Usual Residence","Not attending","Construction Managers","25-34","Female","Postgrad",257
"Persons Place of Usual Residence","Not attending","Construction Managers","35-44","Male","No qualification",2721
"Persons Place of Usual Residence","Not attending","Construction Managers","35-44","Male"," Cert III/IV",9932
"Persons Place of Usual Residence","Not attending","Construction Managers","35-44","Male","Dip/Ad-dip",3298
"Persons Place of Usual Residence","Not attending","Construction Managers","35-44","Male","Bachelor",4662
"Persons Place of Usual Residence","Not attending","Construction Managers","35-44","Male","Postgrad",1087
"Persons Place of Usual Residence","Not attending","Construction Managers","35-44","Female","No qualification",343
"Persons Place of Usual Residence","Not attending","Construction Managers","35-44","Female"," Cert III/IV",187
"Persons Place of Usual Residence","Not attending","Construction Managers","35-44","Female","Dip/Ad-dip",309
"Persons Place of Usual Residence","Not attending","Construction Managers","35-44","Female","Bachelor",677
"Persons Place of Usual Residence","Not attending","Construction Managers","35-44","Female","Postgrad",244
"Persons Place of Usual Residence","Not attending","Construction Managers","45-54","Male","No qualification",3139
"Persons Place of Usual Residence","Not attending","Construction Managers","45-54","Male"," Cert III/IV",10528
"Persons Place of Usual Residence","Not attending","Construction Managers","45-54","Male","Dip/Ad-dip",3183
"Persons Place of Usual Residence","Not attending","Construction Managers","45-54","Male","Bachelor",3156
"Persons Place of Usual Residence","Not attending","Construction Managers","45-54","Male","Postgrad",984
"Persons Place of Usual Residence","Not attending","Construction Managers","45-54","Female","No qualification",509
"Persons Place of Usual Residence","Not attending","Construction Managers","45-54","Female"," Cert III/IV",149
"Persons Place of Usual Residence","Not attending","Construction Managers","45-54","Female","Dip/Ad-dip",266
"Persons Place of Usual Residence","Not attending","Construction Managers","45-54","Female","Bachelor",334
"Persons Place of Usual Residence","Not attending","Construction Managers","45-54","Female","Postgrad",167
"Persons Place of Usual Residence","Not attending","Construction Managers","55-64","Male","No qualification",2368
"Persons Place of Usual Residence","Not attending","Construction Managers","55-64","Male"," Cert III/IV",7471
"Persons Place of Usual Residence","Not attending","Construction Managers","55-64","Male","Dip/Ad-dip",1772
"Persons Place of Usual Residence","Not attending","Construction Managers","55-64","Male","Bachelor",1875
"Persons Place of Usual Residence","Not attending","Construction Managers","55-64","Male","Postgrad",597
"Persons Place of Usual Residence","Not attending","Construction Managers","55-64","Female","No qualification",319
"Persons Place of Usual Residence","Not attending","Construction Managers","55-64","Female"," Cert III/IV",74
"Persons Place of Usual Residence","Not attending","Construction Managers","55-64","Female","Dip/Ad-dip",118
"Persons Place of Usual Residence","Not attending","Construction Managers","55-64","Female","Bachelor",134
"Persons Place of Usual Residence","Not attending","Construction Managers","55-64","Female","Postgrad",67
"Persons Place of Usual Residence","Not attending","Construction Managers","Over 65","Male","No qualification",951
"Persons Place of Usual Residence","Not attending","Construction Managers","Over 65","Male"," Cert III/IV",1894
"Persons Place of Usual Residence","Not attending","Construction Managers","Over 65","Male","Dip/Ad-dip",468
"Persons Place of Usual Residence","Not attending","Construction Managers","Over 65","Male","Bachelor",436
"Persons Place of Usual Residence","Not attending","Construction Managers","Over 65","Male","Postgrad",174
"Persons Place of Usual Residence","Not attending","Construction Managers","Over 65","Female","No qualification",137
"Persons Place of Usual Residence","Not attending","Construction Managers","Over 65","Female"," Cert III/IV",18
"Persons Place of Usual Residence","Not attending","Construction Managers","Over 65","Female","Dip/Ad-dip",33
"Persons Place of Usual Residence","Not attending","Construction Managers","Over 65","Female","Bachelor",22
"Persons Place of Usual Residence","Not attending","Construction Managers","Over 65","Female","Postgrad",11
"Persons Place of Usual Residence","Not attending","Engineering Managers","25-34","Male","No qualification",85
"Persons Place of Usual Residence","Not attending","Engineering Managers","25-34","Male"," Cert III/IV",158
"Persons Place of Usual Residence","Not attending","Engineering Managers","25-34","Male","Dip/Ad-dip",138
"Persons Place of Usual Residence","Not attending","Engineering Managers","25-34","Male","Bachelor",1057
"Persons Place of Usual Residence","Not attending","Engineering Managers","25-34","Male","Postgrad",317
"Persons Place of Usual Residence","Not attending","Engineering Managers","25-34","Female","No qualification",46
"Persons Place of Usual Residence","Not attending","Engineering Managers","25-34","Female"," Cert III/IV",28
"Persons Place of Usual Residence","Not attending","Engineering Managers","25-34","Female","Dip/Ad-dip",36
"Persons Place of Usual Residence","Not attending","Engineering Managers","25-34","Female","Bachelor",169
"Persons Place of Usual Residence","Not attending","Engineering Managers","25-34","Female","Postgrad",67
"Persons Place of Usual Residence","Not attending","Engineering Managers","35-44","Male","No qualification",139
"Persons Place of Usual Residence","Not attending","Engineering Managers","35-44","Male"," Cert III/IV",420
"Persons Place of Usual Residence","Not attending","Engineering Managers","35-44","Male","Dip/Ad-dip",420
"Persons Place of Usual Residence","Not attending","Engineering Managers","35-44","Male","Bachelor",2009
"Persons Place of Usual Residence","Not attending","Engineering Managers","35-44","Male","Postgrad",941
"Persons Place of Usual Residence","Not attending","Engineering Managers","35-44","Female","No qualification",50
"Persons Place of Usual Residence","Not attending","Engineering Managers","35-44","Female"," Cert III/IV",18
"Persons Place of Usual Residence","Not attending","Engineering Managers","35-44","Female","Dip/Ad-dip",39
"Persons Place of Usual Residence","Not attending","Engineering Managers","35-44","Female","Bachelor",210
"Persons Place of Usual Residence","Not attending","Engineering Managers","35-44","Female","Postgrad",133
"Persons Place of Usual Residence","Not attending","Engineering Managers","45-54","Male","No qualification",165
"Persons Place of Usual Residence","Not attending","Engineering Managers","45-54","Male"," Cert III/IV",659
"Persons Place of Usual Residence","Not attending","Engineering Managers","45-54","Male","Dip/Ad-dip",698
"Persons Place of Usual Residence","Not attending","Engineering Managers","45-54","Male","Bachelor",1682
"Persons Place of Usual Residence","Not attending","Engineering Managers","45-54","Male","Postgrad",1026
"Persons Place of Usual Residence","Not attending","Engineering Managers","45-54","Female","No qualification",55
"Persons Place of Usual Residence","Not attending","Engineering Managers","45-54","Female"," Cert III/IV",10
"Persons Place of Usual Residence","Not attending","Engineering Managers","45-54","Female","Dip/Ad-dip",31
"Persons Place of Usual Residence","Not attending","Engineering Managers","45-54","Female","Bachelor",90
"Persons Place of Usual Residence","Not attending","Engineering Managers","45-54","Female","Postgrad",68
"Persons Place of Usual Residence","Not attending","Engineering Managers","55-64","Male","No qualification",111
"Persons Place of Usual Residence","Not attending","Engineering Managers","55-64","Male"," Cert III/IV",512
"Persons Place of Usual Residence","Not attending","Engineering Managers","55-64","Male","Dip/Ad-dip",487
"Persons Place of Usual Residence","Not attending","Engineering Managers","55-64","Male","Bachelor",883
"Persons Place of Usual Residence","Not attending","Engineering Managers","55-64","Male","Postgrad",605
"Persons Place of Usual Residence","Not attending","Engineering Managers","55-64","Female","No qualification",23
"Persons Place of Usual Residence","Not attending","Engineering Managers","55-64","Female"," Cert III/IV",3
"Persons Place of Usual Residence","Not attending","Engineering Managers","55-64","Female","Dip/Ad-dip",11
"Persons Place of Usual Residence","Not attending","Engineering Managers","55-64","Female","Bachelor",19
"Persons Place of Usual Residence","Not attending","Engineering Managers","55-64","Female","Postgrad",25
"Persons Place of Usual Residence","Not attending","Engineering Managers","Over 65","Male","No qualification",43
"Persons Place of Usual Residence","Not attending","Engineering Managers","Over 65","Male"," Cert III/IV",116
"Persons Place of Usual Residence","Not attending","Engineering Managers","Over 65","Male","Dip/Ad-dip",106
"Persons Place of Usual Residence","Not attending","Engineering Managers","Over 65","Male","Bachelor",166
"Persons Place of Usual Residence","Not attending","Engineering Managers","Over 65","Male","Postgrad",121
"Persons Place of Usual Residence","Not attending","Engineering Managers","Over 65","Female","No qualification",10
"Persons Place of Usual Residence","Not attending","Engineering Managers","Over 65","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Not attending","Engineering Managers","Over 65","Female","Dip/Ad-dip",4
"Persons Place of Usual Residence","Not attending","Engineering Managers","Over 65","Female","Bachelor",5
"Persons Place of Usual Residence","Not attending","Engineering Managers","Over 65","Female","Postgrad",6
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","25-34","Male","No qualification",630
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","25-34","Male"," Cert III/IV",236
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","25-34","Male","Dip/Ad-dip",130
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","25-34","Male","Bachelor",301
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","25-34","Male","Postgrad",152
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","25-34","Female","No qualification",200
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","25-34","Female"," Cert III/IV",93
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","25-34","Female","Dip/Ad-dip",79
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","25-34","Female","Bachelor",184
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","25-34","Female","Postgrad",116
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","35-44","Male","No qualification",1142
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","35-44","Male"," Cert III/IV",488
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","35-44","Male","Dip/Ad-dip",275
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","35-44","Male","Bachelor",491
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","35-44","Male","Postgrad",219
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","35-44","Female","No qualification",325
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","35-44","Female"," Cert III/IV",92
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","35-44","Female","Dip/Ad-dip",152
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","35-44","Female","Bachelor",294
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","35-44","Female","Postgrad",117
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","45-54","Male","No qualification",1556
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","45-54","Male"," Cert III/IV",601
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","45-54","Male","Dip/Ad-dip",313
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","45-54","Male","Bachelor",587
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","45-54","Male","Postgrad",209
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","45-54","Female","No qualification",452
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","45-54","Female"," Cert III/IV",88
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","45-54","Female","Dip/Ad-dip",173
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","45-54","Female","Bachelor",267
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","45-54","Female","Postgrad",80
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","55-64","Male","No qualification",1274
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","55-64","Male"," Cert III/IV",431
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","55-64","Male","Dip/Ad-dip",262
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","55-64","Male","Bachelor",435
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","55-64","Male","Postgrad",127
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","55-64","Female","No qualification",345
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","55-64","Female"," Cert III/IV",36
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","55-64","Female","Dip/Ad-dip",81
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","55-64","Female","Bachelor",94
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","55-64","Female","Postgrad",35
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","Over 65","Male","No qualification",688
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","Over 65","Male"," Cert III/IV",192
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","Over 65","Male","Dip/Ad-dip",138
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","Over 65","Male","Bachelor",178
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","Over 65","Male","Postgrad",46
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","Over 65","Female","No qualification",172
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","Over 65","Female"," Cert III/IV",11
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","Over 65","Female","Dip/Ad-dip",30
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","Over 65","Female","Bachelor",35
"Persons Place of Usual Residence","Not attending","Importers, Exporters and Wholesalers","Over 65","Female","Postgrad",16
"Persons Place of Usual Residence","Not attending","Manufacturers","25-34","Male","No qualification",554
"Persons Place of Usual Residence","Not attending","Manufacturers","25-34","Male"," Cert III/IV",386
"Persons Place of Usual Residence","Not attending","Manufacturers","25-34","Male","Dip/Ad-dip",102
"Persons Place of Usual Residence","Not attending","Manufacturers","25-34","Male","Bachelor",137
"Persons Place of Usual Residence","Not attending","Manufacturers","25-34","Male","Postgrad",31
"Persons Place of Usual Residence","Not attending","Manufacturers","25-34","Female","No qualification",118
"Persons Place of Usual Residence","Not attending","Manufacturers","25-34","Female"," Cert III/IV",65
"Persons Place of Usual Residence","Not attending","Manufacturers","25-34","Female","Dip/Ad-dip",57
"Persons Place of Usual Residence","Not attending","Manufacturers","25-34","Female","Bachelor",93
"Persons Place of Usual Residence","Not attending","Manufacturers","25-34","Female","Postgrad",16
"Persons Place of Usual Residence","Not attending","Manufacturers","35-44","Male","No qualification",858
"Persons Place of Usual Residence","Not attending","Manufacturers","35-44","Male"," Cert III/IV",751
"Persons Place of Usual Residence","Not attending","Manufacturers","35-44","Male","Dip/Ad-dip",160
"Persons Place of Usual Residence","Not attending","Manufacturers","35-44","Male","Bachelor",235
"Persons Place of Usual Residence","Not attending","Manufacturers","35-44","Male","Postgrad",58
"Persons Place of Usual Residence","Not attending","Manufacturers","35-44","Female","No qualification",312
"Persons Place of Usual Residence","Not attending","Manufacturers","35-44","Female"," Cert III/IV",106
"Persons Place of Usual Residence","Not attending","Manufacturers","35-44","Female","Dip/Ad-dip",95
"Persons Place of Usual Residence","Not attending","Manufacturers","35-44","Female","Bachelor",148
"Persons Place of Usual Residence","Not attending","Manufacturers","35-44","Female","Postgrad",44
"Persons Place of Usual Residence","Not attending","Manufacturers","45-54","Male","No qualification",999
"Persons Place of Usual Residence","Not attending","Manufacturers","45-54","Male"," Cert III/IV",971
"Persons Place of Usual Residence","Not attending","Manufacturers","45-54","Male","Dip/Ad-dip",225
"Persons Place of Usual Residence","Not attending","Manufacturers","45-54","Male","Bachelor",242
"Persons Place of Usual Residence","Not attending","Manufacturers","45-54","Male","Postgrad",90
"Persons Place of Usual Residence","Not attending","Manufacturers","45-54","Female","No qualification",460
"Persons Place of Usual Residence","Not attending","Manufacturers","45-54","Female"," Cert III/IV",105
"Persons Place of Usual Residence","Not attending","Manufacturers","45-54","Female","Dip/Ad-dip",112
"Persons Place of Usual Residence","Not attending","Manufacturers","45-54","Female","Bachelor",124
"Persons Place of Usual Residence","Not attending","Manufacturers","45-54","Female","Postgrad",45
"Persons Place of Usual Residence","Not attending","Manufacturers","55-64","Male","No qualification",914
"Persons Place of Usual Residence","Not attending","Manufacturers","55-64","Male"," Cert III/IV",778
"Persons Place of Usual Residence","Not attending","Manufacturers","55-64","Male","Dip/Ad-dip",173
"Persons Place of Usual Residence","Not attending","Manufacturers","55-64","Male","Bachelor",204
"Persons Place of Usual Residence","Not attending","Manufacturers","55-64","Male","Postgrad",81
"Persons Place of Usual Residence","Not attending","Manufacturers","55-64","Female","No qualification",419
"Persons Place of Usual Residence","Not attending","Manufacturers","55-64","Female"," Cert III/IV",58
"Persons Place of Usual Residence","Not attending","Manufacturers","55-64","Female","Dip/Ad-dip",70
"Persons Place of Usual Residence","Not attending","Manufacturers","55-64","Female","Bachelor",69
"Persons Place of Usual Residence","Not attending","Manufacturers","55-64","Female","Postgrad",24
"Persons Place of Usual Residence","Not attending","Manufacturers","Over 65","Male","No qualification",427
"Persons Place of Usual Residence","Not attending","Manufacturers","Over 65","Male"," Cert III/IV",318
"Persons Place of Usual Residence","Not attending","Manufacturers","Over 65","Male","Dip/Ad-dip",104
"Persons Place of Usual Residence","Not attending","Manufacturers","Over 65","Male","Bachelor",102
"Persons Place of Usual Residence","Not attending","Manufacturers","Over 65","Male","Postgrad",39
"Persons Place of Usual Residence","Not attending","Manufacturers","Over 65","Female","No qualification",168
"Persons Place of Usual Residence","Not attending","Manufacturers","Over 65","Female"," Cert III/IV",16
"Persons Place of Usual Residence","Not attending","Manufacturers","Over 65","Female","Dip/Ad-dip",32
"Persons Place of Usual Residence","Not attending","Manufacturers","Over 65","Female","Bachelor",31
"Persons Place of Usual Residence","Not attending","Manufacturers","Over 65","Female","Postgrad",4
"Persons Place of Usual Residence","Not attending","Production Managers","25-34","Male","No qualification",1794
"Persons Place of Usual Residence","Not attending","Production Managers","25-34","Male"," Cert III/IV",1616
"Persons Place of Usual Residence","Not attending","Production Managers","25-34","Male","Dip/Ad-dip",652
"Persons Place of Usual Residence","Not attending","Production Managers","25-34","Male","Bachelor",1160
"Persons Place of Usual Residence","Not attending","Production Managers","25-34","Male","Postgrad",404
"Persons Place of Usual Residence","Not attending","Production Managers","25-34","Female","No qualification",355
"Persons Place of Usual Residence","Not attending","Production Managers","25-34","Female"," Cert III/IV",215
"Persons Place of Usual Residence","Not attending","Production Managers","25-34","Female","Dip/Ad-dip",235
"Persons Place of Usual Residence","Not attending","Production Managers","25-34","Female","Bachelor",511
"Persons Place of Usual Residence","Not attending","Production Managers","25-34","Female","Postgrad",144
"Persons Place of Usual Residence","Not attending","Production Managers","35-44","Male","No qualification",3121
"Persons Place of Usual Residence","Not attending","Production Managers","35-44","Male"," Cert III/IV",3309
"Persons Place of Usual Residence","Not attending","Production Managers","35-44","Male","Dip/Ad-dip",1521
"Persons Place of Usual Residence","Not attending","Production Managers","35-44","Male","Bachelor",2047
"Persons Place of Usual Residence","Not attending","Production Managers","35-44","Male","Postgrad",871
"Persons Place of Usual Residence","Not attending","Production Managers","35-44","Female","No qualification",636
"Persons Place of Usual Residence","Not attending","Production Managers","35-44","Female"," Cert III/IV",257
"Persons Place of Usual Residence","Not attending","Production Managers","35-44","Female","Dip/Ad-dip",381
"Persons Place of Usual Residence","Not attending","Production Managers","35-44","Female","Bachelor",604
"Persons Place of Usual Residence","Not attending","Production Managers","35-44","Female","Postgrad",236
"Persons Place of Usual Residence","Not attending","Production Managers","45-54","Male","No qualification",3688
"Persons Place of Usual Residence","Not attending","Production Managers","45-54","Male"," Cert III/IV",4126
"Persons Place of Usual Residence","Not attending","Production Managers","45-54","Male","Dip/Ad-dip",1927
"Persons Place of Usual Residence","Not attending","Production Managers","45-54","Male","Bachelor",1756
"Persons Place of Usual Residence","Not attending","Production Managers","45-54","Male","Postgrad",842
"Persons Place of Usual Residence","Not attending","Production Managers","45-54","Female","No qualification",932
"Persons Place of Usual Residence","Not attending","Production Managers","45-54","Female"," Cert III/IV",231
"Persons Place of Usual Residence","Not attending","Production Managers","45-54","Female","Dip/Ad-dip",329
"Persons Place of Usual Residence","Not attending","Production Managers","45-54","Female","Bachelor",369
"Persons Place of Usual Residence","Not attending","Production Managers","45-54","Female","Postgrad",188
"Persons Place of Usual Residence","Not attending","Production Managers","55-64","Male","No qualification",2412
"Persons Place of Usual Residence","Not attending","Production Managers","55-64","Male"," Cert III/IV",2411
"Persons Place of Usual Residence","Not attending","Production Managers","55-64","Male","Dip/Ad-dip",1022
"Persons Place of Usual Residence","Not attending","Production Managers","55-64","Male","Bachelor",889
"Persons Place of Usual Residence","Not attending","Production Managers","55-64","Male","Postgrad",404
"Persons Place of Usual Residence","Not attending","Production Managers","55-64","Female","No qualification",538
"Persons Place of Usual Residence","Not attending","Production Managers","55-64","Female"," Cert III/IV",95
